"","1-1","1-2","1-3","1-4","1-5","1-6","1-7","1-8","1-9","1-10","1-11","1-12","1-13","1-14","1-15","1-16","1-17","1-18","1-19","1-20","2-1","2-2","2-3","2-4","2-5","2-6","2-7","2-8","2-9","2-10","2-11","2-12","2-13","2-14","2-15","2-16","2-17","2-18","2-19","2-20"
"backgnd2680",0,2.83519351667141,0,0,0,0,4.16202090852663,0,0,0,0,2.75427274962003,3.56166085848874,0,1.96030849145671,0,2.35747868651792,0,0,3.306020233638,0,2.60174623514228,0,5.0158082498842,0,0,0,0,0,4.28440711368822,0,0,3.38025364046216,3.48910475052665,0,0,0,0,0,0
"backgnd2681",0,0,0,0,4.1831328327671,3.20902677349885,0,0,3.00031318353455,0,0,0,0,0,0,0,0,0,0,4.34362526571528,0,4.31826573743789,0,3.65438655885203,0,0,0,4.25595596979638,0,3.18463444235898,0,0,0,2.8983966375125,0,0,0,0,2.59116090112091,5.26839323996029
"backgnd2682",0,4.5220742949725,0,0,0,0,0,0,0,0,0,0,2.53714888411205,4.24121960020606,3.86081583602726,0,3.95511731616696,0,0,0,4.46651533850827,0,0,0,0,3.86605616544752,0,0,3.8155385639199,0,0,0,3.33440858553934,0,0,0,2.1465065218694,0,0,3.11265662312933
"backgnd2683",4.60496783792039,0,0,0,0,0,0,2.43545281771627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13762920910716,0,0,0,0,0,0,0,0,0,0,3.61850297506669,0,0
"backgnd2684",2.88619584548727,0,0,0,0,0,5.43766393730567,3.95587488991197,0,0,0,0,0,0,0,0,0,0,0,4.60465090462856,3.8144688964325,0,0,3.14430145010574,2.01997787979034,0,0,0,0,0,0,0,0,0,4.73658084606631,4.07793351917073,3.697075848322,0,3.47354796735566,0
"backgnd2685",4.15349069098085,0,0,0,4.84473062657526,0,0,0,0,0,2.12700086649519,0,0,0,0,0,0,0,0,0,1.70107106633955,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77936016536456,0,0,0,0,3.26932238338219
"backgnd2686",5.71777616069296,4.43074444502959,0,0,3.6624712546521,0,0,0,0,0,0,3.82910143792173,0,3.0478686513644,0,0,0,0,0,3.92272911922188,2.6445981977724,0,0,0,0,0,0,0,2.74595855962174,0,0,0,0,0,0,3.12050087004394,0,0,0,0
"backgnd2687",0,0,0,0,3.02417410499558,0,0,0,3.25398446015743,0,0,0,0,3.8049236528113,1.07528815096122,1.63045732719587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.70546332883316,0,2.28420134766729,0,0,2.99391621542488,0,0,0
"backgnd2688",0,0,4.20398473038368,3.95245828290711,0,0,0,4.45148970192218,4.17467991015627,0,0,3.87244403667346,0,0,0,2.63364041376354,0,3.45843334909716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41553210196467,0,3.23827311189655,3.96547174780494,0,0
"backgnd2689",0,0,0,4.0336698752709,0,0,0,0,0,2.24779141922365,0,0,0,0,0,0,0,0,0,0,5.1196426852047,0,0,0,0,5.52924230083545,0,0,0,3.67114421582331,0,0,0,5.96499121855633,0,0,0,4.72366810975046,0,0
"backgnd2690",3.48800028117189,0,4.36082452713332,0,0,0,0,0,0,0,0,3.80465261262722,0,0,0,0,0,2.83911959296513,0,2.91764945318343,0,0,0,3.36509930386417,0,0,2.62401072800278,1.31375149688641,0,0,0,0,0,3.63819281875154,4.24776739504607,4.27725073227611,0,0,0,0
"backgnd2691",0,0,3.65411762603241,0,2.75031956909132,0,3.45428374760264,0,0,0,0,0,0,0,0,0,4.28172399452298,0,0,0,0,0,0,0,0,0,0,0,2.44765898403295,0,0,0,0,3.60338881051344,3.94420413584291,0,0,2.63152732351323,0,0
"backgnd2692",0,0,3.24797113980609,3.6102119449305,0,1.15989194007098,0,0,3.30764754652391,3.58120116452001,2.59014565024482,2.45481518593509,0,0,3.08077258127907,0,2.07134551791701,0,0,0,0,0,3.54700027030349,3.52779198438831,0,3.76919262019891,3.47828179327721,2.96491413970339,0,0,0,0,0,0,0,0,5.26682735901265,4.61201217896885,0,0
"backgnd2693",2.89617196703378,0,0,0,0,0,0,0,0,0,0,0,3.22496107150312,0,0,0,0,0,0,3.11660663479593,0,0,0,0,0,4.31458726421967,0,0,0,0,0,0,0,2.1686074809687,0,0,0,0,0,0
"backgnd2694",0,0,4.67958394661581,0,0,2.4092820651766,0,0,5.12219509967299,0,0,0,2.63794155021645,0,3.7399438367586,0,2.32878083088865,3.65211086190955,2.78721316631668,0,0,0,2.48111340204687,0,0,0,0,3.7782598208273,0,0,0,0,2.54788276660288,0,0,0,3.84946945501461,0,2.9989107747306,0
"backgnd2695",0,0,0,0,0,0,4.79613155994986,5.18749274270604,0,2.96737161190434,0,0,3.82369083971814,0,0,2.8820712871553,3.02598828103369,0,0,4.54971539852877,0,0,3.16704897974493,0,0,0,0,0,0,0,3.75902164606241,0,0,0,0,3.36355779691048,0,4.8923929003914,0,0
"backgnd2696",0,0,0,0,0,0,0,4.18225353724569,0,0,0,0,0,0,0,0,2.57489303966827,0,0,2.73500363140116,2.61233727582547,0,0,0,3.68163971372792,3.29931626865732,0,0,0,2.40221900918889,4.37234924911312,0,0,0,1.50924518066657,0,0,0,0,0
"backgnd2697",3.6737316164689,0,0,0,0,0,0,0,0,4.03345592818481,0,0,3.37851915344292,0,0,4.79276621210324,3.59508523581093,0,0,0,0,3.39463695521626,2.94897432845269,0,3.18526118805047,0,0,4.47749218355489,0,0,0,0,5.32554907159207,4.10780102594507,0,0,0,0,0,0
"backgnd2698",0,0,2.90405093476621,0,0,0,3.28598106936411,0,0,0,0,0,3.24235114418286,0,3.95253210297867,0,0,0,0,0,3.52570751718884,0,0,0,3.00931062161612,3.16877443064173,0,0,0,0,0,0,0,0,0,0,4.65231390014047,0,0,0
"backgnd2699",0,0,3.29549738065016,0,0,0,0,0,3.9135720813984,0,0,2.95926237720982,0,0,0,0,0,4.16358855781432,0,2.19837067315541,0,0,0,0,2.57650162152688,0,0,0,0,0,5.0916316576958,0,0,3.3368199655931,4.01427111905251,0,0,0,0,0
"backgnd2700",2.71785878022255,0,0,0,0,0,0,0,0,0,0,0,4.71757821047928,2.96508952536355,4.77367544324181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.22454984271886,0,4.28404732166878,0,4.84417289421325,3.79676240543064,0,2.32237427315044,0,0,0
"backgnd2701",0,4.75702406077381,3.7227857441693,0,0,0,4.47960711696736,0,3.97080706656504,3.70838696398527,0,3.82404349581587,2.59469583854445,0,0,3.83071762912255,4.44355111155816,0,3.46709928694032,0,3.52027237573149,0,4.18100376721098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"backgnd2702",4.79635232871163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65496230720096,3.90012689715528,0,4.44569862388795,0,0,0,2.30394950314955,4.02079272309681,0,0,0,0,0,0,0,0,0,0
"backgnd2703",3.47587334922745,0,3.84700673215221,0,4.47209704938208,0,0,3.86942188603964,3.61189152637118,0,3.68994149418107,0,0,3.21533291211338,0,0,0,0,0,0,0,1.55388092683301,0,0,0,2.57793876071046,4.09831303695531,2.52442542146654,0,0,0,0,0,0,0,0,0,4.95186683369132,0,0
"backgnd2704",3.37863462629629,0,0,0,0,0,0,3.88794205729774,0,0,0,0,0,0,3.62557094901258,4.56407795810371,3.11018808115873,0,2.58311065234933,0,0,0,0,2.47078931047228,0,0,0,0,0,0,0,0,0,0,3.1996561410252,3.08020030677205,4.45551328771752,0,0,0
"backgnd2705",0,0,1.70404172376851,0,4.5683863808003,0,0,0,0,0,0,2.71956338363074,0,2.20765186900471,0,3.75262031540619,0,3.10546411027877,0,3.61517713458229,4.77460567406579,1.63079013199758,0,3.13856161014971,3.06597325628263,0,0,0,0,0,4.98126013700086,0,0,3.5857169411085,0,0,0,0,0,0
"backgnd2706",0,0,3.00678514047167,0,0,0,0,0,0,3.050240306946,0,3.75612977176396,0,0,0,0,3.81364780146731,0,3.30801032191495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7254383064223,0,0,2.82518004897167,0,0,0
"backgnd2707",4.4179641524429,0,4.42079028856422,0,0,0,0,0,3.54250028010455,0,0,0,0,0,4.03168640261645,0,0,0,0,0,2.37660406324449,0,0,4.27817571065688,0,0,3.14337508221351,0,0,5.12410227978684,0,0,0,0,2.88602994808392,0,2.13077008836552,0,0,0
"backgnd2708",4.46151700713193,3.87533169703915,0,3.8322647719599,3.912767548804,0,0,0,0,0,0,0,3.33516528640989,0,0,0,0,0,0,0,0,0,0,3.827337131107,0,0,3.46968958808423,5.68259356223119,0,0,0,0,0,0,0,0,3.2786433440107,3.14346217861801,0,0
"backgnd2709",3.8935556740847,0,4.46620964821238,0,0,0,0,0,0,0,0,3.12102201652569,0,0,0,0,4.52777347739405,0,0,0,0,0,0,0,0,0,0,0,0,6.12347179760025,0,4.91138178814571,0,2.41496827423171,0,3.93662261725294,0,2.86566317527146,0,0
"backgnd2710",3.88374190196841,0,0,3.52048401280071,0,2.20865314637678,3.15472228031138,0,0,2.81757890862712,3.11258465812612,0,0,0,0,3.61735835892919,0,0,0,2.79696975829252,0,0,0,0,0,0,2.50714269362189,0,4.10837126155298,0,0,0,2.52898562108194,0,0,0,0,3.54621150511917,0,0
"backgnd2711",0,0,0,2.52074882286209,3.99677400878096,0,0,0,2.46276924068175,0,0,2.71138619154031,0,0,3.8719550663641,0,0,0,0,0,0,0,0,2.65708245998923,3.73284842494612,0,0,0,0,4.71938558887929,0,0,0,0,0,0,0,0,0,4.05982541172634
"backgnd2712",3.75387166392879,0,0,0,0,0,4.37721888278056,0,0,0,0,0,3.63319369322382,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67589516442187,0,3.12822840202496,0,0,0,0,0,0,4.26457260733277,3.2990836372559,0,0,0
"backgnd2713",0,0,0,0,0,0,4.31840733999495,0,0,0,0,3.07589585744437,3.42379560194266,0,0,0,2.0805265720396,0,0,0,0,0,3.87725988844183,0,0,0,0,0,0,0,0,3.40498989701901,0,0,3.51130718475313,2.71867440609674,0,0,0,0
"backgnd2714",0,3.9848142803639,0,2.41389936665938,0,0,0,0,0,0,0,0,0,0,3.40511370674779,0,0,0,3.68301831278915,0,0,3.80117094955109,0,4.58111419920161,0,0,3.14668150866279,0,3.49833127829729,0,0,2.59209275570619,0,0,0,0,0,0,0,3.2904198002763
"backgnd2715",0,0,0,3.67854739736205,0,2.61627775520684,2.16865975264564,0,0,3.71939048293192,0,0,0,4.39820096704308,3.81532807221892,0,0,0,0,0,0,2.27785084800114,3.31006737580542,0,0,0,0,0,0,0,0,2.72232350062683,4.04923389127608,0,0,0,0,0,0,2.56692180459225
"backgnd2716",0,2.63096851440419,0,0,2.14511209498969,0,0,5.3679502534807,3.15602826993509,0,3.54593625379927,0,0,0,0,0,4.22982333700499,0,4.33662713117818,0,4.24205198209849,3.49206508762392,0,0,0,0,0,0,0,0,0,0,0,0,4.22822104559997,0,0,4.05042871838933,0,4.13754796846454
"backgnd2717",0,0,0,0,3.82740766114731,0,0,0,0,3.38540848784361,2.69411306380997,0,0,2.82540225638475,0,0,0,0,0,3.80137084356139,3.09907177710913,4.34623273140235,0,0,0,4.52039196084727,3.71641820205838,4.29312943926888,4.08952620878499,0,0,0,0,0,0,0.82503406620001,0,0,0,0
"backgnd2718",0,0,0,2.81852479360149,3.35536629166715,0,2.85917824693259,4.15209481327145,0,0,2.95926142444075,0,4.01970325221883,0,0,0,0,0,0,3.54078113819936,0,0,0,4.47071504008128,0,0,3.83020213108481,3.44467386714215,0,0,0,2.66734872301691,0,0,0,0,0,0,0,0
"backgnd2719",0,0,0,5.19837087625384,0,4.21160425363672,0,0,0,4.02177032372086,0,0,0,0,0,0,0,1.45979823909442,0,0,3.0687992184601,2.87555610135005,3.91739894653932,0,0,1.74210197084095,0,0,3.19747715309982,2.45113547646091,3.01324116321248,3.38000237641262,0,0,0,0,0,0,0,0
"backgnd2720",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56066545291453,0,0,3.53045238308659,3.35679806992188,0,0,0,0,0,0,0,5.7918319265711,0,0,0,0,3.23382043777266,0,0,0,0
"backgnd2721",0,0,0,0,2.92310278050214,0,3.81458658989891,0,0,3.63129701194949,0,1.75376234952315,0,0,0,0,0,0,0,0,0,0,3.74622754121929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.60612131207987,0
"backgnd2722",0,0,0,3.3490807710206,0,2.76199824954646,0,2.41888130681423,3.75786468787088,0,0,4.84073750588188,0,0,5.72725776498071,0,4.35398198312803,0,0,0,0,0,0,0,0,0,2.42602591090024,0,0,2.31893415135415,3.9288904969246,0,3.0115855768168,2.91974752641535,0,0,0,0,4.05256048393169,0
"backgnd2723",0,5.0449065100018,0,4.10828373012847,0,2.32985186231925,0,0,2.98237717061984,0,0,0,1.98829815923628,0,0,0,0,0,0,0,2.69052656320562,0,0,4.41640978447748,0,0,0,0,4.2055266445346,0,0,2.41557857055948,3.36811862916077,0,0,0,0,0,0,0
"backgnd2724",4.04068272788053,0,3.89513984813145,2.58527588876209,0,3.08155638928307,0,4.31343706181972,0,0,0,0,4.70674977736296,3.41736600702594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76187931692093,0,3.4555418962809,0,0,0,0,0,0,0,0,0
"backgnd2725",0,0,4.1463353845734,0,0,3.04117799870126,0,0,0,0,0,0,0,4.08968857054167,0,0,0,3.02243554425015,0,2.91898037663382,0,0,0,0,0,3.99535394179676,0,0,0,0,0,0,0,4.60119375933773,2.74794943041552,4.38810132253189,0,2.54127064014245,4.35182654752812,0
"backgnd2726",0,0,0,2.3941300924711,0,0,0,0,0,0,4.51659812197159,3.14517479853657,4.41159306085077,0,0,5.27720517742179,0,0,0,0,0,2.80805528799224,0,0,0,2.76251862335662,0,0,3.54249253605347,0,0,3.33394530157193,0,0,0,0,0,0,0,4.17923468575755
"backgnd2727",0,0,5.36422067516132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05613437533957,0,3.40712234582334,3.13304900034002,4.52988119919971,4.15627883988883,0,0,0,2.28711284259957,0,0,3.87704542819183,0,0,0,0,0,0,0,0,0,0
"backgnd2728",0,0,0,0,0,0,3.31345822470694,0,4.42419504300678,0,0,0,0,0,0,0,0,0,4.1377449484177,3.8967871550568,0,0,0,0,0,0,0,4.54563461191451,0,0,0,3.96439236051424,0,0,0,0,0,0,0,0
"backgnd2729",0,0,0,2.18291219295364,0,4.48549733470076,0,3.94334754467385,0,0,0,0,0,4.08682901233373,0,0,0,0,0,0,0,0,0,2.27517602404926,0,0,3.98006563096821,0,0,3.78316359608623,0,0,3.43392144335962,0,4.86692936159872,2.99700845081307,0,0,0,0
"backgnd2730",4.10597505978609,2.76166446333283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52535389947616,0,0,0,3.0957723934602,0,0,0,0,0,0,3.64478810870009,0,0,2.3071276438478,0,4.84552370617838,4.63418062598438,0,0,4.29802954671965
"backgnd2731",0,0,0,0,0,0,0,0,4.41277484852827,0,0,0,0,0,0,3.01561347229772,0,3.53123451059521,4.23615612311417,0,0,0,0,0,0,2.55623964581634,0,0,0,0,0,0,0,2.18454943884533,0,0,0,0,0,4.03557999258699
"backgnd2732",0,0,0,0,0,0,3.49865052408769,0,4.66107204331581,0,0,0,0,2.64666431182616,0,0,0,0,3.57001151834573,5.08243122590043,3.13384363350677,0,0,0,0,0,0,0,0,0,3.67535943165765,4.27389368764732,0,0,0,0,0,0,2.93405930878782,0
"backgnd2733",0,3.78236529789431,0,0,3.91268424470967,0,2.57019092897478,0,0,0.751804831916976,0,0,2.69843342871166,0,0,0,4.39190031109782,0,1.43327161171787,0,0,0,3.63486841706304,0,0,0,3.58448036185907,0,3.36192921069289,0,3.30558263251574,3.77467286121762,0,0,3.33166263297581,0,0,0,0,0
"backgnd2734",4.71742096452914,0,0,0,3.66322676782486,0,0,0,0,0,5.3387149910741,3.37808436728147,0,4.82481385384477,0,0,0,0,3.35619165773845,2.54575616234728,0,0,0,0,3.35780492432886,0,3.13200847724836,3.65130881283595,0,0,0,0,0,0,0,3.77820590507665,0,0,0,0
"backgnd2735",0,4.75241677338686,0,0,3.3623049034423,0,4.27283865928435,0,2.25948128591332,0,0,2.76068142590438,0,4.49417601511866,0,0,0,0,0,0,0,0,0,3.55514021340335,5.61346328715048,0,0,0,0,2.79800111878218,0,0,0,0,0,3.45015490925975,0,0,0,0
"backgnd2736",0,0,0,0,4.17402598331137,0,0,0,0,2.93853460785965,0,2.72773735708265,0,0,0,0,0,0,0,0,3.48066416752151,0,3.19126200569481,0,0,0,0,0,2.63410427130756,4.6325917186546,4.00248790243244,3.3876342786238,0,0,2.60763849049507,0,0,0,5.23566758548081,0
"backgnd2737",0,0,0,4.22621259769994,3.5197732016363,0,4.28916064726151,0,0,0,0,0,3.06789423111122,0,0,0,3.74849818604743,0,0,2.1635267296629,0,4.1265697365571,3.67939308387424,5.0614825692554,0,0,0,3.58542961494096,0,0,0,0,0,0,0,0,3.72470559548657,0,0,2.14693939411219
"backgnd2738",0,3.42072039997035,0,0,0,0,0,0,0,0,0,3.23078830587827,0,0,0,0,0,0,0,0,3.61798318967092,0,0,0,3.81541857083729,0,0,0,0,3.05746683191534,0,0,0,0,0,0,0,0,0,0
"backgnd2739",0,0,0,0,0,5.21880688586397,0,6.45058232705337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55906046427273,0,0,2.71386397393502,3.9779304316544,3.15233033826237,0,0,0
"backgnd2740",0,0,0,0,0,0,0,0,0,3.51776580293587,0,0,0,0,3.02895403666708,2.47544890206615,0,0,5.00327841641608,0,0,0,0,1.97831817965117,0,2.90043479951843,0,0,0,0,2.58499449995903,4.20523239624402,0,0,3.15467582631535,0,0,0,3.70734869686946,0
"backgnd2741",0,3.33645004986975,0,3.28653118054132,4.37187399282258,0,0,3.88697143240768,0,4.21330301392074,0,0,0,0,0,2.67354468497371,0,0,0,0,0,0,0,0,0,6.05105203546055,0,0,0,0,0,0,0,0,0,4.16785027178535,0,0,0,0
"backgnd2742",0,0,4.00974875627454,0,2.78342343780576,0,1.70453521704192,0,4.62082582496266,3.91132381545596,3.92036389574134,0,0,0,0,3.10925738282257,0,0,3.23174949402683,0,0,0,3.78427988737388,0,0,0,0,0,0,0,4.6274788817403,0,0,0,0,3.85442720949069,3.61666994127143,4.42088046425659,0,0
"backgnd2743",0,0,0,2.65048403049494,0,0,0,0,3.63746613613536,0,0,0,0,3.0191050728576,0,2.86060131904988,0,4.70815754635799,0,0,0,0,0,0,0,4.66957026471528,0,0,0,2.92482229374973,0,2.90267838249041,0,0,0,3.46671156340527,0,0,0,0
"backgnd2744",0,0,0,0,0,3.63904797920583,0,0,2.7625991608805,0,0,0,2.80653351768905,1.62486117624573,4.55600612905021,0,0,0,0,0,1.83805662146869,0,0,0,0,0,0,0,0,0,5.47271600746868,3.33899784711933,0,0,0,3.36682897056688,0,0,0,2.75646839835468
"backgnd2745",2.81556738295553,0,0,3.88175929107925,0,0,4.1199753604099,0,0,0,0,0,0,0,4.65658189941348,0,0,0,0,3.11133502573281,0,3.37854311060148,0,0,3.29507791924736,0,3.56939826569503,2.55829300599015,0,5.00470422302778,4.35375956828532,0,0,3.28992481921089,0,3.74964668214888,0,0,0,3.8761393851773
"backgnd2746",2.69331137190829,0,0,2.88065371412576,0,0,3.11615518178183,0,0,3.51061106772044,0,0,0,0,0,0,0,3.92730861412821,0,0,0,0,0,0,0,3.35963944000781,3.33215585629732,0,0,0,0,0,3.67079043251316,4.39025897166097,0,0,0,0,0,0
"backgnd2747",1.84189232582395,0,3.88603167657935,0,0,0,0,0,4.64689078135171,2.44553716861665,3.67199422831966,0,0,0,0,0,0,0,0,2.28967605307278,0,0,0,3.50750593427512,3.50335371027282,4.03647223433558,0,0,2.97173822394933,1.9673632685994,0,0,0,0,2.9441346155106,0,0,0,0,0
"backgnd2748",0,0,3.9801484442114,0,3.25072469969481,0,0,0,3.66026742095356,0,0,0,0,0,0,3.84616897225393,3.47036133154124,0,0,4.74446432046033,0,4.31187219317874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.24668640781423,0,0
"backgnd2749",0,0,3.25521657804035,0,0,0,0,0,0,0,3.85350014746448,0,0,0,0,0,0,0,0,2.89003489692479,0,4.37795596590193,0,4.29134122593253,0,0,3.9212897859006,0,4.37925275208046,0,0,0,0,0,0,0,0,0,4.53317501950644,0
"backgnd2750",0,0,0,2.47136670458525,0,3.15904161707815,0,0,0,0,0,0,2.97125868029151,0,0,2.54635411054049,0,0,4.19332683975483,0,0,0,2.33148150697917,0,0,0,0,0,1.07460764040951,0,1.4520939899971,0,4.22216515422628,0,0,0,0,3.02494583130413,3.06564595372634,0
"backgnd2751",0,0,0,0,0,0,0,4.3325465516139,0,3.75354677576389,0,0,0,0,3.58229273525137,0,3.77420450681176,0,0,0,2.63611133630972,0,0,0,0,0,4.77897008464302,0,0,0,0,0,4.85440679796403,0,4.50202984670259,2.91238889732205,0,0,2.90810987045755,0
"backgnd2752",0,0,0,0,0,0,0,0,4.46275943071128,0,3.26742098246507,0,0,3.50413386695963,0,0,0,3.5687530343933,0,0,0,4.42502946418223,0,0,3.10100688045933,0,0,3.33473911330886,0,0,0,0,2.50945425389525,0,2.97332895742978,2.42811637245904,0,2.84983211151286,0,0
"backgnd2753",0,0,3.08861907809634,0,4.75584121126919,0,0,2.45685332918577,0,2.34538912360032,0,0,0,0,0,0,0,4.3352750814254,0,0,0,2.86276112962586,0,0,4.22353212507616,4.10444218517863,0,0,0,2.91480400323419,0,0,0,0,0,0,0,0,0,3.05248029432953
"backgnd2754",0,0,0,3.21061042905487,0,0,0,0,0,0,0,0,3.47613453224405,0,0,3.48632464163226,0,0,0,3.74434426321669,0,0,0,4.08842221589435,0,0,3.23100076995952,3.99003022741307,0,0,0,0,0,0,0,0,0,0,0,0
"backgnd2755",3.92450474414905,4.36627487317723,3.25476065580862,0,0,4.46106794809506,3.09331463784139,0,0,0,0,1.95845932562264,5.13133509519881,4.40182226778464,3.67651969872626,0,0,0,0,0,0,0,0,0,3.6399713530577,0,0,0,0,0,3.31553050073313,0,0,0,0,4.60270262006859,2.64839622582809,2.75410727302051,0,0
"backgnd2756",0,0,0,0,3.26791743253121,0,0,3.73777367143402,0,3.80799600689668,0,0,3.78357615046216,3.87947795677976,4.17739868829023,0,0,0,3.4712099289541,0,4.18289607886832,0,0,0,0,0,3.89431691817383,4.86615216600777,4.32999436332083,0,0,0,0,0,3.78447808521959,0,3.1106515929367,0,2.55364551076867,0
"backgnd2757",0,0,0,3.26650370514304,0,0,0,0,0,0,5.31216063762139,3.09058018996241,4.75704658433476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09289117944506,3.96182267195606,0,0,0,0,0,0,0,0,2.69307320467117,0
"backgnd2758",0,3.83994947019124,4.04612601453801,0,0,0,0,0,0,0,0,5.42019641944225,0,0,0,0,0,0,0,0,3.98868014823787,0,0,4.42255550929697,4.75568947967116,0,5.0982062764433,2.73953433524631,0,0,0,0,0,0,0,2.8204525503961,0,0,0,4.56831574520986
"backgnd2759",2.96476723388854,3.3287651707495,5.12048665852278,0,2.34520864078139,3.49887135681059,0,0,0,0,0,4.36549378954134,0,0,2.53900751192565,0,3.23193919806591,0,0,0,0,0,3.16067353489716,3.06286206884779,0,0,0,0,0,3.50103084665285,0,0,0,0,2.26603559329445,3.663647469156,0,0,3.66955156994,0
"backgnd2760",2.55783411632242,0,0,0,0,3.01409412883249,4.73733237458116,3.44499871443941,0,0,0,4.01087560928053,0,0,0,0,0,3.21341310767583,4.02693416044653,0,0,0,0,0,0,0,0,0,2.62486557956993,0,0,0,0,0,0,0,0,0,0,0
"backgnd2761",0,4.26897672942417,7.02236251648536,0,0,0,0,0,0,3.69206944941049,0,4.56010053681237,0,0,4.26032517782972,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27871713358814,0,3.33024988883045,0,0,0,0,0,0,0,0,0
"backgnd2762",0,0,0,0,0,3.02368412862462,0,0,0,0,4.3087587674395,1.77160222176335,0,0,4.52451516732859,0,0,0,0,3.31602987835411,0,3.82192142835312,0,0,0,0,0,2.50042155664093,0,3.34775037728363,0,3.44235768699648,0,0,0,0,3.31154292884459,0,0,0
"backgnd2763",0,0,3.40413740364829,0,0,0,0,0,0,0,2.96857203526645,0,0,0,0,0,0,3.29597599117604,0,0,0,0,0,0,0,0,3.84393730301555,0,0,2.51164111609881,0,0,0,3.53044997328192,0,0,0,0,0,0
"backgnd2764",0,0,0,4.09598732190067,0,0,2.294420518304,0,0,0,3.80514690300889,2.45688192025651,2.46492497990393,1.81052452410746,0,0,2.53133103924439,0,0,0,3.28506760462952,0,3.69690627464968,5.67222023409374,4.23056486914158,0,0,1.48840464881197,1.64528716905461,2.77441237537719,0,0,0,0,0,0,0,4.74946457498832,0,0
"backgnd2765",0,2.87914824224337,0,0,4.7471659987305,3.74412837903784,4.84982154780046,0,0,0,0,0,5.43460592467703,0,0,0,4.72326055684737,0,0,0,0,3.75309256072457,0,0,0,0,0,0,0,0,2.65526472862509,0,0,0,5.97129444930515,0,0,0,0,0
"backgnd2766",3.70250886131083,4.21518360567118,0,0,3.85102276261469,0,3.87114271965439,0,3.72015312319914,3.03672321393061,0,0,0,0,0,0,0,0,0,3.40543738997158,0,4.41886215486582,0,0,0,5.53820489118316,0,0,0,0,0,0,3.95059673221056,0,0,3.81424266285568,0,0,0,2.16259353650022
"backgnd2767",0,0,4.79136221920199,2.88974934598886,0,0,0,0,0,3.5355977473238,3.10607407006133,0,0,0,3.90276067961641,3.51048755296736,0,0,0,0,3.0198249701173,0,0,0,3.24681841943346,3.87076680356757,5.1563965899223,0,0,0,0,0,3.4306874758409,0,0,2.49655336582766,0,0,0,0
"backgnd2768",0,0,2.84351468497249,0,0,0,0,0,0,4.15706375568218,2.37696795541356,3.4448977242464,2.86032897361232,2.38300582516127,0,0,0,0,0,3.29802865284008,0,0,0,0,0,0,0,0,3.8132672102835,0,0,0,0,4.32953573154459,0,0,0,0,3.9800388772939,0
"backgnd2769",0,0,0,0,0,0,0,0,3.63384086676318,0,0,3.60321416856191,0,0,0,3.99789813179032,0,0,0,0,0,0,3.68344770580107,0,0,0,3.24721508389169,0,0,0,0,2.93727683998394,0,3.33721915032029,3.09006756578684,0,0,0,0,3.9535295149499
"backgnd2770",0,0,0,3.06899103803944,4.87467076803337,0,4.17503543571683,3.31373304931718,3.09705967316152,3.70896880802016,0,0,3.86095423849055,4.58435065125536,2.75971971771323,0,0,3.87892265132726,4.11607140934691,4.7071211969276,0,0,0,0,0,0,0,3.17726027733268,0,0,0,0,4.8392828402892,0,0,0,0,0,0,0
"backgnd2771",5.17236413336317,3.53500721919716,3.18188909446557,0,0,3.72717792516279,0,0,3.39603044801891,4.03324161548075,0,0,0,0,0,3.15494182244722,0,0,0,0,3.00688246606718,0,2.55819812601362,0,0,0,0,0,0,0,4.04418947823829,0,0,0,0,0,0,0,0,0
"backgnd2772",3.75761264622057,0,0,3.88611960170535,2.75102852978442,3.96461843207867,0,3.42743926273208,0,0,0,0,2.94251588703145,0,0,4.3391779498816,4.2081852021574,0,0,0,0,0,0,0,4.65470545014846,0,0,0,0,0,4.88824894347922,4.20836586615968,0,0,0,2.85634626660116,0,0,4.90626517652056,0
"backgnd2773",0,0,0,0,0,0,0,0,0,0,2.99803856957107,0,3.36139241647372,0,0,0,0,0,0,0,0,2.99803155486318,3.46120868801916,0,0,0,0,3.26731223238575,0,0,0,0,0,0,0,0,0,3.74058369281471,2.37493068955448,0
